P,1,1,1.12,0.14,0,0,0,0.28,0,0,0,0.56
C,1,1,1.4,1,1,1.575,0.07
S,1,1,1.575,0.105
C,1,1.14,1.35,1,1.21,1.35,0.05
C,1,1.21,1.35,1.044,1.21,1.145,0.042
C,1.044,1.21,1.145,1.237,1.21,0.82,0.042
C,1,0.86,1.35,1,0.79,1.35,0.05
C,1,0.79,1.35,1.01,0.79,1.141,0.042
C,1.01,0.79,1.141,1.127,0.7804,0.7808,0.042
C,1,1.07,0.84,1.019,1.07,0.4205,0.07
C,1.019,1.07,0.4205,0.7088,1.07,0.205,0.042
C,0.6858,1.07,0.2051,0.8344,1.07,0.09662,0.028
C,1,0.93,0.84,1.125,0.93,0.4392,0.07
C,1.125,0.93,0.4392,1.225,0.93,0.0745,0.042
C,1.215,0.93,0.05846,1.395,0.93,0.09395,0.028
